"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Oct 18 2014","2456948.499976852","435283201","8.18","9.62e-6","4.18e-6","-2.36","-","131.76","1e-8","0","bin76.log"
"Nov 17 2014","2456978.499976852","437875201","43.73","1.62e-5","3.70e-6","-2.36","-","159.70","1e-8","0","bin77.log"
"Dec 17 2014","2457008.499976852","440467201","56.01","2.63e-5","5.00e-6","-2.36","-","165.56","1e-8","0","bin78.log"
"Jan 16 2015","2457038.499976852","443059201","87.84","3.11e-5","5.00e-6","-2.36","-","133.96","1e-8","0","bin79.log"
"Feb 15 2015","2457068.499976852","445651201","242.98","5.63e-5","5.70e-6","-2.36","-","102.84","1e-8","0","bin80.log"
"Mar 17 2015","2457098.499976852","448243201","51.1","2.60e-5","5.30e-6","-2.36","-","74.27","1e-8","0","bin81.log"
"Apr 16 2015","2457128.499976852","450835201","71.31","2.89e-5","4.80e-6","-2.36","-","47.22","1e-8","0","bin82.log"
"May 16 2015","2457158.499976852","453427201","6.94","8.96e-6","4.31e-6","-2.36","-","20.15","1e-8","0","bin83.log"
"Jun 15 2015","2457188.499976852","456019201","25.29","1.29e-5","3.90e-6","-2.36","-","13.25","1e-8","0","bin84.log"
"Jul 15 2015","2457218.499965278","458611201","3.92","< 1.35e-5","-","-","-","42.53","1e-8","0","bin85.log"
"Aug 14 2015","2457248.499965278","461203201","15.62","9.47e-6","3.22e-6","-2.36","-","72.12","1e-8","0","bin86.log"
"Sep 13 2015","2457278.499965278","463795201","118.7","3.16e-5","4.40e-6","-2.36","-","100.01","1e-8","0","bin87.log"
"Oct 13 2015","2457308.499965278","466387201","40.89","1.62e-5","4.00e-6","-2.36","-","127.01","1e-8","0","bin88.log"
"Nov 12 2015","2457338.499965278","468979201","5.91","5.18e-6","2.88e-6","-2.36","-","154.76","1e-8","0","bin89.log"
"Dec 12 2015","2457368.499965278","471571201","13.91","1.34e-5","4.44e-6","-2.36","-","170.10","1e-8","0","bin90.log"
"Jan 11 2016","2457398.499965278","474163201","13.25","8.80e-6","3.03e-6","-2.36","-","139.60","1e-8","0","bin91.log"
"Feb 10 2016","2457428.499965278","476755201","4.27","5.46e-6","3.25e-6","-2.36","-","108.09","1e-8","0","bin92.log"
"Mar 11 2016","2457458.499965278","479347201","29.37","1.88e-5","4.50e-6","-2.36","-","79.10","1e-8","0","bin93.log"
"Apr 10 2016","2457488.499965278","481939201","35.45","1.73e-5","4.10e-6","-2.36","-","51.91","1e-8","0","bin94.log"
"May 10 2016","2457518.499965278","484531201","19.33","1.46e-5","4.50e-6","-2.36","-","24.87","1e-8","0","bin95.log"
"Jun 09 2016","2457548.499965278","487123201","19.3","1.26e-5","3.94e-6","-2.36","-","9.29","1e-8","0","bin96.log"
"Jul 09 2016","2457578.499965278","489715201","30.34","1.80e-5","4.70e-6","-2.36","-","37.25","1e-8","0","bin97.log"
"Aug 08 2016","2457608.499965278","492307201","48.18","1.54e-5","3.30e-6","-2.36","-","67.06","1e-8","0","bin98.log"
"Sep 07 2016","2457638.499965278","494899201","46.75","1.90e-5","4.20e-6","-2.36","-","95.24","1e-8","0","bin99.log"
"Oct 07 2016","2457668.499965278","497491201","114.4","2.34e-5","3.10e-6","-2.36","-","122.28","1e-8","0","bin100.log"
"Nov 06 2016","2457698.499965278","500083201","28.43","1.31e-5","3.54e-6","-2.36","-","149.81","1e-8","0","bin101.log"
"Dec 06 2016","2457728.499965278","502675201","29.41","1.76e-5","4.50e-6","-2.36","-","172.74","1e-8","0","bin102.log"
"Jan 05 2017","2457758.4999537035","505267201","24.44","1.43e-5","3.90e-6","-2.36","-","145.25","1e-8","0","bin103.log"
"Feb 04 2017","2457788.4999537035","507859201","13.64","1.12e-5","3.93e-6","-2.36","-","113.43","1e-8","0","bin104.log"
"Mar 06 2017","2457818.4999537035","510451201","18.58","1.18e-5","3.45e-6","-2.36","-","84.00","1e-8","0","bin105.log"
"Apr 05 2017","2457848.4999537035","513043201","21.52","1.56e-5","4.70e-6","-2.36","-","56.61","1e-8","0","bin106.log"
"May 05 2017","2457878.4999537035","515635201","19.1","9.56e-6","3.24e-6","-2.36","-","29.62","1e-8","0","bin107.log"
"Jun 04 2017","2457908.4999537035","518227201","3.53","< 1.35e-5","-","-","-","7.35","1e-8","0","bin108.log"
"Jul 04 2017","2457938.4999537035","520819201","0.29","< 8.41e-6","-","-","-","31.97","1e-8","0","bin109.log"
"Aug 03 2017","2457968.4999537035","523411201","0","< 4.43e-6","-","-","-","61.95","1e-8","0","bin110.log"
"Sep 02 2017","2457998.4999537035","526003201","10.86","7.56e-6","3.38e-6","-2.36","-","90.43","1e-8","0","bin111.log"
"Oct 02 2017","2458028.4999537035","528595201","0.84","< 5.54e-6","-","-","-","117.57","1e-8","0","bin112.log"
"Nov 01 2017","2458058.4999537035","531187201","1.62","< 1.03e-5","-","-","-","144.90","1e-8","0","bin113.log"
"Dec 01 2017","2458088.4999537035","533779201","0.02","< 7.63e-6","-","-","-","171.63","1e-8","0","bin114.log"
"Dec 31 2017","2458118.4999537035","536371201","0.02","< 6.96e-6","-","-","-","150.88","1e-8","0","bin115.log"
"Jan 30 2018","2458148.4999537035","538963201","0.05","< 7.57e-6","-","-","-","118.85","1e-8","0","bin116.log"
"Mar 01 2018","2458178.4999537035","541555201","5.31","5.90e-6","3.03e-6","-2.36","-","88.96","1e-8","0","bin117.log"
"Mar 31 2018","2458208.4999537035","544147201","0","< 4.73e-5","-","-","-","61.32","1e-8","0","bin118.log"
"Apr 30 2018","2458238.4999537035","546739201","12.91","1.24e-5","4.40e-6","-2.36","-","34.37","1e-8","0","bin119.log"
"May 30 2018","2458268.4999537035","549331201","6.63","8.26e-6","4.95e-6","-2.36","-","8.79","1e-8","0","bin120.log"
"Jun 29 2018","2458298.4999537035","551923201","27.7","1.17e-5","3.21e-6","-2.36","-","26.73","1e-8","0","bin121.log"
"Jul 29 2018","2458328.4999537035","554515201","11.69","1.35e-5","5.46e-6","-2.36","-","56.79","1e-8","0","bin122.log"
"Aug 28 2018","2458358.4999537035","557107201","28.21","1.18e-5","3.19e-6","-2.36","-","85.58","1e-8","0","bin123.log"
"Sep 27 2018","2458388.4999537035","559699201","13.88","9.94e-6","3.50e-6","-2.36","-","112.86","1e-8","0","bin124.log"
"Oct 27 2018","2458418.4999537035","562291201","20.62","1.26e-5","3.67e-6","-2.36","-","140.03","1e-8","0","bin125.log"
"Nov 26 2018","2458448.4999537035","564883201","9.56","9.54e-6","3.97e-6","-2.36","-","167.86","1e-8","0","bin126.log"
"Dec 26 2018","2458478.4999537035","567475201","0","< 1.00e-5","-","-","-","156.44","1e-8","0","bin127.log"
"Jan 25 2019","2458508.4999537035","570067201","51.93","2.06e-5","4.20e-6","-2.36","-","124.35","1e-8","0","bin128.log"
"Feb 24 2019","2458538.4999537035","572659201","40.82","1.88e-5","4.40e-6","-2.36","-","93.99","1e-8","0","bin129.log"
"Mar 26 2019","2458568.4999537035","575251201","30.89","1.84e-5","4.50e-6","-2.36","-","66.05","1e-8","0","bin130.log"
"Apr 25 2019","2458598.4999537035","577843201","16.34","1.40e-5","4.25e-6","-2.36","-","39.10","1e-8","0","bin131.log"
"May 25 2019","2458628.4999537035","580435201","19.16","1.82e-5","5.70e-6","-2.36","-","12.41","1e-8","0","bin132.log"
"Jun 24 2019","2458658.4999537035","583027201","17.59","1.23e-5","4.03e-6","-2.36","-","21.58","1e-8","0","bin133.log"
"Jul 24 2019","2458688.4999537035","585619201","10.2","9.06e-6","3.56e-6","-2.36","-","51.58","1e-8","0","bin134.log"
"Aug 23 2019","2458718.4999537035","588211201","27.21","1.62e-5","3.80e-6","-2.36","-","80.68","1e-8","0","bin135.log"
"Sep 22 2019","2458748.4999537035","590803201","10","9.08e-6","3.61e-6","-2.36","-","108.15","1e-8","0","bin136.log"
