"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Nov 22 2013","2456618.499976852","406771201","108.78","3.63e-5","8.40e-6","-1.75","-","162.47","1e-8","0","bin65.log"
"Dec 22 2013","2456648.499976852","409363201","178.41","4.06e-5","7.40e-6","-1.75","-","162.06","1e-8","0","bin66.log"
"Jan 21 2014","2456678.499976852","411955201","7.26","1.27e-5","9.39e-6","-1.75","-","130.34","1e-8","0","bin67.log"
"Feb 20 2014","2456708.499976852","414547201","205.61","4.72e-5","8.20e-6","-1.75","-","101.58","1e-8","0","bin68.log"
"Mar 22 2014","2456738.499976852","417139201","142.19","4.66e-5","8.80e-6","-1.75","-","76.33","1e-8","0","bin69.log"
"Apr 21 2014","2456768.499976852","419731201","255.74","6.64e-5","1.00e-5","-1.75","-","52.57","1e-8","0","bin70.log"
"May 21 2014","2456798.499976852","422323201","416.84","9.16e-5","1.20e-5","-1.75","-","28.76","1e-8","0","bin71.log"
"Jun 20 2014","2456828.499976852","424915201","450.7","1.15e-4","1.40e-5","-1.75","-","17.11","1e-8","0","bin72.log"
"Jul 20 2014","2456858.499976852","427507201","448.99","1.00e-4","1.30e-5","-1.75","-","39.87","1e-8","0","bin73.log"
"Aug 19 2014","2456888.499976852","430099201","223.72","7.77e-5","1.29e-5","-1.75","-","68.86","1e-8","0","bin74.log"
"Sep 18 2014","2456918.499976852","432691201","401.63","9.04e-5","1.14e-5","-1.75","-","97.73","1e-8","0","bin75.log"
"Oct 18 2014","2456948.499976852","435283201","320.25","1.07e-4","1.55e-5","-1.75","-","126.80","1e-8","0","bin76.log"
"Nov 17 2014","2456978.499976852","437875201","483.07","1.05e-4","1.18e-5","-1.75","-","157.13","1e-8","0","bin77.log"
"Dec 17 2014","2457008.499976852","440467201","223.13","6.35e-5","9.60e-6","-1.75","-","167.36","1e-8","0","bin78.log"
"Jan 16 2015","2457038.499976852","443059201","209.36","5.61e-5","9.60e-6","-1.75","-","135.76","1e-8","0","bin79.log"
"Feb 15 2015","2457068.499976852","445651201","168.96","4.86e-5","8.40e-6","-1.75","-","106.32","1e-8","0","bin80.log"
"Mar 17 2015","2457098.499976852","448243201","139.37","5.09e-5","1.05e-5","-1.75","-","80.56","1e-8","0","bin81.log"
"Apr 16 2015","2457128.499976852","450835201","161.93","5.10e-5","8.90e-6","-1.75","-","56.72","1e-8","0","bin82.log"
"May 16 2015","2457158.499976852","453427201","116.2","4.05e-5","9.10e-6","-1.75","-","32.84","1e-8","0","bin83.log"
"Jun 15 2015","2457188.499976852","456019201","190.47","4.68e-5","8.50e-6","-1.75","-","16.21","1e-8","0","bin84.log"
"Jul 15 2015","2457218.499965278","458611201","49.55","2.06e-5","6.50e-6","-1.75","-","34.99","1e-8","0","bin85.log"
"Aug 14 2015","2457248.499965278","461203201","54.78","1.93e-5","5.90e-6","-1.75","-","63.77","1e-8","0","bin86.log"
"Sep 13 2015","2457278.499965278","463795201","49.71","2.50e-5","6.20e-6","-1.75","-","92.70","1e-8","0","bin87.log"
"Oct 13 2015","2457308.499965278","466387201","91.35","2.85e-5","7.10e-6","-1.75","-","121.65","1e-8","0","bin88.log"
"Nov 12 2015","2457338.499965278","468979201","156.08","3.98e-5","7.00e-6","-1.75","-","151.75","1e-8","0","bin89.log"
"Dec 12 2015","2457368.499965278","471571201","24.32","2.20e-5","8.80e-6","-1.75","-","171.89","1e-8","0","bin90.log"
"Jan 11 2016","2457398.499965278","474163201","171.82","4.70e-5","7.50e-6","-1.75","-","141.27","1e-8","0","bin91.log"
